"persoonsgebonden_nummer";"gemiddeld_cijfer_cijferlijst";"afkorting_vak";"cijfer_schoolexamen";"cijfer_eerste_centraal_examen"
139701;66;"lo";NA;0
139701;66;"kcv";66;67
139701;66;"netl";74;0
139701;66;"entl";66;74
139701;66;"dutl";72;68
139701;66;"latl";61;0
139701;66;"biol";63;0
139701;66;"maat";61;69
139701;66;"nat";74;72
139701;66;"wisB";65;71
139701;66;"schk";57;63
68004;64;"anw";68;74
68004;64;"lo";NA;0
68004;64;"netl";60;0
68004;64;"entl";61;51
68004;64;"dutl";60;55
68004;64;"biol";60;61
68004;64;"maat";64;55
68004;64;"ckv";NA;0
68004;64;"nat";64;71
68004;64;"wisA";56;70
68004;64;"schk";72;64
68004;64;"kubv";70;0
105067;63;"lo";NA;0
105067;63;"netl";63;52
105067;63;"entl";57;62
105067;63;"fatl";72;66
105067;63;"biol";50;68
105067;63;"maat";61;54
105067;63;"ckv";NA;0
105067;63;"ges";60;0
105067;63;"econ";69;61
105067;63;"wisA";63;59
103687;66;"ne";59;0
103687;66;"fa1";67;57
103687;66;"du1";66;0
103687;66;"en";64;63
103687;66;"gs1";61;0
103687;66;"gs";75;62
103687;66;"ak";69;0
103687;66;"wa12";74;0
103687;66;"bi1";60;63
103687;66;"ec12";76;48
103687;66;"mu";70;45
103687;66;"anw";73;0
103687;66;"ma1";70;0
103687;66;"lo1";NA;0
103687;66;"lett";80;73
103687;66;"ckv1";NA;0
1520;71;"anw";73;79
1520;71;"lo";NA;0
1520;71;"netl";66;86
1520;71;"entl";69;0
1520;71;"biol";66;79
1520;71;"maat";63;66
1520;71;"nat";80;0
1520;71;"wisB";78;64
1520;71;"wisD";77;64
1520;71;"schk";63;62
1520;71;"lakc";70;0
125239;66;"m&o";70;0
125239;66;"anw";62;48
125239;66;"lo";NA;0
125239;66;"netl";66;63
125239;66;"entl";64;61
125239;66;"dutl";80;70
125239;66;"s-e";60;0
125239;66;"maat";82;72
125239;66;"ckv";NA;0
125239;66;"ges";61;47
125239;66;"econ";70;0
125239;66;"wisA";73;74
125239;66;"lv";70;0
125239;66;"rkt";NA;0
106776;63;"lo";NA;0
106776;63;"netl";74;61
106776;63;"entl";69;61
106776;63;"fatl";57;69
106776;63;"biol";62;60
106776;63;"maat";62;55
106776;63;"ckv";NA;0
106776;63;"ges";74;0
106776;63;"econ";58;58
106776;63;"wisA";59;56
106776;63;"kubv";61;57
32496;68;"anw";68;64
32496;68;"lo";NA;0
32496;68;"kcv";70;0
32496;68;"netl";63;65
32496;68;"entl";68;0
32496;68;"grtl";64;59
32496;68;"biol";68;55
32496;68;"maat";67;68
32496;68;"nat";68;73
32496;68;"wisB";66;56
32496;68;"schk";80;0
32496;68;"nlt";80;0
135673;64;"anw";79;0
135673;64;"lo";NA;0
135673;64;"netl";66;58
135673;64;"entl";59;77
135673;64;"fatl";62;66
135673;64;"biol";59;70
135673;64;"maat";56;43
135673;64;"ckv";NA;0
135673;64;"econ";50;48
135673;64;"nat";59;64
135673;64;"wisB";75;0
135673;64;"schk";52;54
135673;64;"gds";75;0
87596;63;"in";56;68
87596;63;"m&o";60;0
87596;63;"anw";61;67
87596;63;"lo";NA;0
87596;63;"netl";70;0
87596;63;"entl";59;52
87596;63;"dutl";69;60
87596;63;"maat";59;63
87596;63;"ckv";NA;0
87596;63;"ges";70;62
87596;63;"econ";67;74
87596;63;"wisA";60;0
118193;63;"ne";68;46
118193;63;"fa12";68;51
118193;63;"du12";65;0
118193;63;"en";65;54
118193;63;"sp-e";71;0
118193;63;"gs1";61;56
118193;63;"gs";64;0
118193;63;"wa12";73;40
118193;63;"bi1";79;0
118193;63;"mu";72;0
118193;63;"anw";67;40
118193;63;"ma1";67;0
118193;63;"lo1";NA;0
118193;63;"lett";53;26
118193;63;"ckv1";NA;0
70272;72;"anw";NA;0
70272;72;"lo";NA;0
70272;72;"netl";70;73
70272;72;"entl";70;81
70272;72;"fatl";82;70
70272;72;"biol";69;0
70272;72;"maat";NA;0
70272;72;"ckv";NA;0
70272;72;"nat";70;75
70272;72;"wisB";71;67
70272;72;"wisD";70;74
70272;72;"schk";67;81
133185;64;"anw";70;0
133185;64;"lo";NA;0
133185;64;"netl";72;56
133185;64;"entl";68;72
133185;64;"biol";69;56
133185;64;"maat";70;0
133185;64;"nat";60;68
133185;64;"wisB";61;42
133185;64;"schk";66;50
133185;64;"kumu";66;65
133185;64;"lakc";76;67
95290;68;"ak";70;0
95290;68;"anw";61;66
95290;68;"lo";NA;0
95290;68;"netl";61;50
95290;68;"entl";80;0
95290;68;"dutl";71;72
95290;68;"maat";82;0
95290;68;"ckv";NA;0
95290;68;"ges";70;0
95290;68;"econ";66;65
95290;68;"wisA";73;64
95290;68;"bsm";59;64
95290;68;"gds";65;61
95290;68;"rkt";NA;0
61492;65;"ne";64;60
61492;65;"fa1";62;69
61492;65;"en";70;0
61492;65;"wb1";71;67
61492;65;"na1";68;60
61492;65;"sk";80;0
61492;65;"bi";52;37
61492;65;"anw";70;0
61492;65;"ma1";60;0
61492;65;"lo1";NA;0
61492;65;"lett";70;0
61492;65;"ckv1";NA;0
61492;65;"bv3";64;48
107062;66;"m&o";60;0
107062;66;"lo";NA;0
107062;66;"netl";79;70
107062;66;"entl";66;71
107062;66;"fatl";56;67
107062;66;"maat";53;64
107062;66;"ckv";NA;0
107062;66;"ges";66;69
107062;66;"econ";67;63
107062;66;"wisA";59;56
38976;65;"ak";70;70
38976;65;"m&o";65;57
38976;65;"anw";64;63
38976;65;"fi";61;56
38976;65;"lo";NA;0
38976;65;"netl";73;64
38976;65;"entl";63;60
38976;65;"dutl";77;64
38976;65;"biol";80;66
38976;65;"maat";70;0
38976;65;"ckv";NA;0
38976;65;"wisA";70;0
38976;65;"schk";69;50
14517;71;"ne";70;0
14517;71;"fa1";80;0
14517;71;"du1";70;60
14517;71;"en";60;0
14517;71;"tu";66;55
14517;71;"gs1";69;70
14517;71;"gs";80;0
14517;71;"ak";77;84
14517;71;"wa12";63;58
14517;71;"ec12";69;67
14517;71;"anw";80;0
14517;71;"ma1";60;0
14517;71;"lo1";NA;0
14517;71;"lett";91;80
14517;71;"ckv1";NA;0
80287;61;"anw";64;0
80287;61;"lo";NA;0
80287;61;"netl";58;70
80287;61;"entl";49;58
80287;61;"dutl";59;36
80287;61;"biol";68;57
80287;61;"maat";65;70
80287;61;"ckv";NA;0
80287;61;"econ";60;52
80287;61;"nat";61;50
80287;61;"wisB";67;0
80287;61;"schk";67;47
83136;68;"ak";57;79
83136;68;"anw";63;0
83136;68;"lo";NA;0
83136;68;"netl";62;79
83136;68;"entl";72;0
83136;68;"biol";71;67
83136;68;"maat";63;62
83136;68;"nat";71;68
83136;68;"wisB";60;75
83136;68;"schk";65;72
83136;68;"lakc";63;78
83136;68;"rkt";NA;0
19112;60;"ak";52;68
19112;60;"lo";NA;0
19112;60;"netl";70;67
19112;60;"entl";61;67
19112;60;"dutl";51;66
19112;60;"maat";60;0
19112;60;"ckv";NA;0
19112;60;"ges";47;43
19112;60;"econ";58;43
19112;60;"wisA";66;70
59067;61;"lo";NA;0
59067;61;"netl";60;59
59067;61;"entl";51;45
59067;61;"fatl";70;0
59067;61;"dutl";64;64
59067;61;"maat";69;55
59067;61;"ckv";NA;0
59067;61;"ges";60;0
59067;61;"econ";65;71
59067;61;"wisA";51;54
59067;61;"gds";70;64
117921;62;"ak";52;58
117921;62;"anw";60;0
117921;62;"lo";NA;0
117921;62;"netl";53;57
117921;62;"entl";57;73
117921;62;"fatl";60;0
117921;62;"maat";66;63
117921;62;"ges";53;48
117921;62;"wisC";64;52
117921;62;"kubv";81;70
117921;62;"grkc";51;59
117921;62;"rkt";NA;0
96187;62;"in";69;52
96187;62;"m&o";59;62
96187;62;"anw";60;0
96187;62;"lo";NA;0
96187;62;"netl";52;60
96187;62;"entl";70;0
96187;62;"fatl";80;0
96187;62;"maat";61;46
96187;62;"ckv";NA;0
96187;62;"ges";66;62
96187;62;"econ";60;40
96187;62;"wisA";67;56
73881;63;"ak";54;57
73881;63;"anw";66;74
73881;63;"lo";NA;0
73881;63;"netl";64;71
73881;63;"entl";58;65
73881;63;"fatl";64;0
73881;63;"maat";61;63
73881;63;"ges";75;28
73881;63;"econ";63;62
73881;63;"wisA";61;0
73881;63;"lakc";69;0
73881;63;"lv";70;64
13263;62;"anw";45;62
13263;62;"lo";NA;0
13263;62;"netl";46;44
13263;62;"entl";74;60
13263;62;"fatl";60;0
13263;62;"dutl";68;64
13263;62;"biol";62;65
13263;62;"maat";66;49
13263;62;"ckv";NA;0
13263;62;"ges";56;62
13263;62;"econ";65;68
13263;62;"wisA";70;0
93877;70;"m&o";66;66
93877;70;"anw";70;0
93877;70;"lo";NA;0
93877;70;"netl";66;72
93877;70;"entl";64;60
93877;70;"dutl";70;0
93877;70;"maat";72;65
93877;70;"ckv";NA;0
93877;70;"ges";68;74
93877;70;"econ";70;0
93877;70;"wisA";77;84
93877;70;"bsm";80;0
93877;70;"gds";64;58
53350;68;"ak";76;0
53350;68;"in";58;61
53350;68;"anw";62;75
53350;68;"lo";NA;0
53350;68;"netl";64;69
53350;68;"entl";68;53
53350;68;"fatl";76;0
53350;68;"maat";66;79
53350;68;"ckv";NA;0
53350;68;"ges";56;64
53350;68;"econ";65;0
53350;68;"wisA";69;0
53350;68;"gds";62;65
53350;68;"rkt";NA;0
141812;67;"ak";65;70
141812;67;"te";80;0
141812;67;"anw";70;0
141812;67;"fi";68;72
141812;67;"lo";NA;0
141812;67;"kcv";73;61
141812;67;"netl";65;56
141812;67;"entl";61;53
141812;67;"latl";69;65
141812;67;"maat";80;0
141812;67;"ges";67;56
141812;67;"econ";64;52
141812;67;"wisA";55;60
141812;67;"rkt";NA;0
53459;64;"m&o";73;0
53459;64;"anw";44;44
53459;64;"lo";NA;0
53459;64;"kcv";66;72
53459;64;"netl";65;0
53459;64;"entl";66;67
53459;64;"grtl";57;54
53459;64;"maat";70;54
53459;64;"ges";56;54
53459;64;"econ";75;0
53459;64;"nat";66;0
53459;64;"wisA";63;57
53459;64;"gds";62;65
153219;69;"anw";58;56
153219;69;"lo";NA;0
153219;69;"netl";63;66
153219;69;"entl";61;48
153219;69;"fatl";71;46
153219;69;"biol";65;67
153219;69;"maat";67;65
153219;69;"ckv";NA;0
153219;69;"nat";90;0
153219;69;"wisA";80;0
153219;69;"schk";80;0
153219;69;"nlt";57;60
153219;69;"gds";80;0
82950;61;"ak";59;57
82950;61;"m&o";59;65
82950;61;"anw";70;0
82950;61;"lo";NA;0
82950;61;"netl";68;59
82950;61;"entl";61;60
82950;61;"dutl";63;45
82950;61;"maat";70;0
82950;61;"ckv";NA;0
82950;61;"ges";56;40
82950;61;"econ";55;67
82950;61;"wisA";61;63
54728;66;"lo";NA;0
54728;66;"netl";70;0
54728;66;"entl";70;65
54728;66;"dutl";73;80
54728;66;"maat";57;33
54728;66;"ckv";NA;0
54728;66;"ges";80;0
54728;66;"econ";66;63
54728;66;"kubv";65;67
54728;66;"maw";63;65
54728;66;"lv";58;55
110211;63;"ak";72;69
110211;63;"in";59;52
110211;63;"lo";NA;0
110211;63;"biol";60;0
110211;63;"maat";60;0
110211;63;"ckv";NA;0
110211;63;"wisB";63;70
110211;63;"schk";60;73
110211;63;"lit";62;58
110211;63;"nezl";65;55
110211;63;"enzl";60;0
123291;74;"anw";69;57
123291;74;"fi";82;68
123291;74;"lo";NA;0
123291;74;"netl";77;68
123291;74;"entl";80;85
123291;74;"fatl";69;69
123291;74;"maat";69;0
123291;74;"ges";71;86
123291;74;"econ";78;62
123291;74;"wisA";81;74
123291;74;"lakc";83;0
127713;67;"in";80;0
127713;67;"m&o";69;81
127713;67;"anw";70;0
127713;67;"lo";NA;0
127713;67;"netl";60;0
127713;67;"entl";52;65
127713;67;"dutl";66;69
127713;67;"maat";62;55
127713;67;"ckv";NA;0
127713;67;"ges";58;57
127713;67;"econ";70;63
127713;67;"wisA";55;63
83010;70;"anw";90;0
83010;70;"lo";NA;0
83010;70;"kcv";80;0
83010;70;"netl";50;0
83010;70;"entl";63;58
83010;70;"grtl";70;0
83010;70;"maat";65;73
83010;70;"ges";73;76
83010;70;"nat";54;76
83010;70;"wisB";80;0
83010;70;"schk";69;70
83010;70;"nlt";77;73
83010;70;"gds";69;60
78432;63;"anw";43;64
78432;63;"lo";NA;0
78432;63;"netl";60;67
78432;63;"entl";56;54
78432;63;"dutl";67;70
78432;63;"biol";66;57
78432;63;"maat";64;53
78432;63;"ckv";NA;0
78432;63;"ges";45;48
78432;63;"nat";72;0
78432;63;"wisB";70;0
78432;63;"schk";76;76
140176;65;"anw";64;56
140176;65;"lo";NA;0
140176;65;"netl";59;74
140176;65;"entl";64;67
140176;65;"dutl";61;73
140176;65;"biol";60;59
140176;65;"maat";60;54
140176;65;"ckv";NA;0
140176;65;"nat";68;50
140176;65;"wisA";80;0
140176;65;"schk";60;0
140176;65;"kumu";65;62
90987;64;"ak";73;73
90987;64;"mu";62;59
90987;64;"te";67;50
90987;64;"anw";59;73
90987;64;"lo";NA;0
90987;64;"netl";48;63
90987;64;"entl";59;53
90987;64;"dutl";63;56
90987;64;"biol";70;68
90987;64;"maat";64;55
90987;64;"ckv";NA;0
90987;64;"ges";74;0
90987;64;"wisA";68;0
22324;65;"ne";60;0
22324;65;"fa1";60;0
22324;65;"du12";70;0
22324;65;"en";74;84
22324;65;"gs";60;66
22324;65;"ak";62;59
22324;65;"wa12";62;45
22324;65;"ec12";67;65
22324;65;"anw";70;0
22324;65;"ma1";73;84
22324;65;"lo1";NA;0
22324;65;"lett";60;67
22324;65;"ckv1";NA;0
128170;70;"m&o";67;89
128170;70;"anw";74;65
128170;70;"lo";NA;0
128170;70;"netl";76;0
128170;70;"entl";50;79
128170;70;"dutl";68;73
128170;70;"biol";72;70
128170;70;"maat";72;82
128170;70;"ckv";NA;0
128170;70;"nat";64;62
128170;70;"wisB";55;52
128170;70;"schk";79;0
39434;64;"ne";70;0
39434;64;"fa1";56;59
39434;64;"du1";60;0
39434;64;"en";70;0
39434;64;"gs1";70;0
39434;64;"wb1";72;61
39434;64;"na1";62;58
39434;64;"sk1";70;77
39434;64;"bi12";59;56
39434;64;"ec1";70;0
39434;64;"anw";55;53
39434;64;"ma1";60;0
39434;64;"lo1";NA;0
39434;64;"lett";60;68
39434;64;"ckv1";NA;0
67922;69;"ak";69;76
67922;69;"anw";68;63
67922;69;"lo";NA;0
67922;69;"netl";64;64
67922;69;"entl";65;49
67922;69;"biol";70;0
67922;69;"maat";71;76
67922;69;"nat";67;78
67922;69;"wisA";81;69
67922;69;"schk";75;64
67922;69;"lakc";70;0
25618;77;"anw";75;80
25618;77;"lo";NA;0
25618;77;"netl";80;0
25618;77;"entl";80;0
25618;77;"biol";79;76
25618;77;"maat";74;72
25618;77;"nat";74;74
25618;77;"wisB";72;79
25618;77;"schk";77;85
25618;77;"nlt";74;67
25618;77;"lakc";80;0
56292;76;"m&o";75;0
56292;76;"anw";70;64
56292;76;"lo";NA;0
56292;76;"netl";80;0
56292;76;"entl";76;64
56292;76;"fatl";81;84
56292;76;"maat";68;82
56292;76;"ckv";NA;0
56292;76;"ges";75;77
56292;76;"econ";67;70
56292;76;"wisB";74;76
56292;76;"maw";66;69
61863;63;"ak";70;0
61863;63;"anw";58;53
61863;63;"lo";NA;0
61863;63;"netl";57;48
61863;63;"entl";63;60
61863;63;"fatl";55;62
61863;63;"biol";54;61
61863;63;"maat";76;79
61863;63;"ckv";NA;0
61863;63;"nat";60;68
61863;63;"wisA";57;63
61863;63;"schk";60;0
61863;63;"rkt";NA;0
75924;71;"m&o";70;65
75924;71;"lo";NA;0
75924;71;"netl";71;70
75924;71;"entl";74;70
75924;71;"fatl";75;75
75924;71;"maat";62;50
75924;71;"ckv";NA;0
75924;71;"ges";67;0
75924;71;"econ";79;71
75924;71;"wisA";73;64
6349;61;"ak";45;54
6349;61;"anw";65;0
6349;61;"lo";NA;0
6349;61;"netl";61;56
6349;61;"entl";60;0
6349;61;"fatl";70;67
6349;61;"s-e";63;52
6349;61;"biol";69;53
6349;61;"maat";60;0
6349;61;"ckv";NA;0
6349;61;"wisA";56;45
6349;61;"schk";61;55
92140;65;"m&o";60;0
92140;65;"anw";63;60
92140;65;"lo";NA;0
92140;65;"maat";70;0
92140;65;"ckv";NA;0
92140;65;"ges";61;53
92140;65;"econ";64;70
92140;65;"wisA";69;0
92140;65;"bsm";65;58
92140;65;"lit";47;63
92140;65;"nezl";62;69
92140;65;"enzl";53;65
92140;65;"duzl";80;0
103326;67;"ak";54;57
103326;67;"m&o";58;65
103326;67;"lo";NA;0
103326;67;"netl";66;65
103326;67;"entl";80;74
103326;67;"fatl";64;0
103326;67;"maat";65;76
103326;67;"ckv";NA;0
103326;67;"ges";68;70
103326;67;"econ";68;68
103326;67;"wisA";67;65
79193;62;"te";62;69
79193;62;"lo";NA;0
79193;62;"netl";67;0
79193;62;"entl";58;49
79193;62;"dutl";78;0
79193;62;"maat";58;66
79193;62;"ckv";NA;0
79193;62;"ges";61;40
79193;62;"econ";58;48
79193;62;"wisA";61;52
79193;62;"gds";60;52
57660;60;"anw";67;54
57660;60;"lo";NA;0
57660;60;"biol";47;52
57660;60;"maat";58;64
57660;60;"ckv";NA;0
57660;60;"nat";62;73
57660;60;"wisB";72;0
57660;60;"wisD";72;0
57660;60;"schk";35;0
57660;60;"lit";58;45
57660;60;"nezl";69;0
57660;60;"enzl";70;65
57660;60;"duzl";60;55
57660;60;"rkt";NA;0
107385;74;"in";74;72
107385;74;"anw";80;0
107385;74;"lo";NA;0
107385;74;"maat";80;0
107385;74;"nat";63;71
107385;74;"wisB";70;76
107385;74;"schk";70;0
107385;74;"lit";80;79
107385;74;"lakc";72;74
107385;74;"nezl";80;0
107385;74;"enzl";66;68
107385;74;"duzl";83;72
128648;63;"ne";59;71
128648;63;"gr";70;56
128648;63;"du";75;84
128648;63;"en";52;33
128648;63;"wa";63;50
128648;63;"wb";65;72
128648;63;"et";65;41
146809;66;"ak";70;0
146809;66;"m&o";61;69
146809;66;"lo";NA;0
146809;66;"netl";59;66
146809;66;"entl";60;59
146809;66;"maat";69;61
146809;66;"ckv";NA;0
146809;66;"ges";72;75
146809;66;"econ";64;77
146809;66;"wisA";61;56
156932;83;"anw";74;82
156932;83;"lo";NA;0
156932;83;"kcv";89;91
156932;83;"netl";86;91
156932;83;"entl";80;0
156932;83;"fatl";86;84
156932;83;"latl";88;81
156932;83;"biol";90;0
156932;83;"maat";90;0
156932;83;"nat";80;69
156932;83;"wisB";79;63
156932;83;"schk";76;83
95650;65;"ak";62;58
95650;65;"mu";71;69
95650;65;"te";70;0
95650;65;"anw";NA;0
95650;65;"lo";NA;0
95650;65;"netl";64;58
95650;65;"entl";72;71
95650;65;"dutl";80;0
95650;65;"maat";71;61
95650;65;"ckv";NA;0
95650;65;"ges";62;61
95650;65;"wisC";65;65
95650;65;"lv";54;63
95650;70;"ak";62;58
95650;70;"mu";71;69
95650;70;"te";70;0
95650;70;"lo";NA;0
95650;70;"netl";64;58
95650;70;"entl";72;71
95650;70;"dutl";80;0
95650;70;"maat";71;61
95650;70;"ckv";NA;0
95650;70;"ges";62;61
95650;70;"lv";54;63
65743;71;"lo";NA;0
65743;71;"netl";72;85
65743;71;"entl";69;78
65743;71;"s-e";70;76
65743;71;"biol";60;0
65743;71;"maat";64;68
65743;71;"ckv";NA;0
65743;71;"nat";75;78
65743;71;"wisB";80;0
65743;71;"schk";62;56
65743;71;"nlt";70;0
65743;71;"gds";70;0
108358;65;"in";60;0
108358;65;"anw";56;46
108358;65;"lo";NA;0
108358;65;"netl";60;69
108358;65;"entl";70;0
108358;65;"fatl";80;0
108358;65;"dutl";46;43
108358;65;"maat";70;0
108358;65;"ckv";NA;0
108358;65;"ges";61;61
108358;65;"econ";68;72
108358;65;"wisA";73;62
108358;65;"gds";68;74
66310;62;"anw";62;65
66310;62;"lo";NA;0
66310;62;"kcv";52;50
66310;62;"netl";60;0
66310;62;"entl";47;42
66310;62;"dutl";70;0
66310;62;"s-e";56;54
66310;62;"biol";70;0
66310;62;"maat";80;0
66310;62;"nat";65;47
66310;62;"wisB";65;60
66310;62;"schk";56;57
66310;62;"gds";70;0
115874;73;"anw";NA;0
115874;73;"lo";NA;0
115874;73;"netl";72;72
115874;73;"entl";82;72
115874;73;"fatl";82;77
115874;73;"dutl";63;67
115874;73;"maat";75;55
115874;73;"ckv";NA;0
115874;73;"ges";90;0
115874;73;"econ";82;83
115874;73;"wisA";74;72
115874;73;"maw";74;66
115874;73;"rkt";NA;0
115874;77;"lo";NA;0
115874;77;"netl";72;72
115874;77;"entl";82;72
115874;77;"fatl";82;77
115874;77;"maat";75;55
115874;77;"ckv";NA;0
115874;77;"ges";90;0
115874;77;"econ";82;83
115874;77;"wisA";74;72
115874;77;"maw";74;66
126622;61;"anw";63;65
126622;61;"fi";66;80
126622;61;"lo";NA;0
126622;61;"netl";62;48
126622;61;"entl";53;40
126622;61;"dutl";60;0
126622;61;"biol";58;47
126622;61;"maat";70;0
126622;61;"ckv";NA;0
126622;61;"nat";61;58
126622;61;"wisA";64;51
126622;61;"schk";52;50
16080;64;"ak";58;60
16080;64;"m&o";64;44
16080;64;"anw";55;65
16080;64;"lo";NA;0
16080;64;"netl";59;55
16080;64;"entl";77;0
16080;64;"dutl";58;54
16080;64;"maat";63;60
16080;64;"ckv";NA;0
16080;64;"ges";67;0
16080;64;"econ";66;59
16080;64;"wisA";63;67
16080;64;"lv";66;0
113566;70;"ak";49;52
113566;70;"lo";NA;0
113566;70;"netl";65;68
113566;70;"entl";69;84
113566;70;"dutl";66;70
113566;70;"maat";70;0
113566;70;"ckv";NA;0
113566;70;"ges";74;83
113566;70;"econ";71;78
113566;70;"kudr";63;53
113566;70;"lv";80;0
6438;66;"anw";70;0
6438;66;"lo";NA;0
6438;66;"netl";80;52
6438;66;"entl";60;50
6438;66;"dutl";64;56
6438;66;"biol";78;76
6438;66;"maat";65;51
6438;66;"ckv";NA;0
6438;66;"nat";72;68
6438;66;"wisB";59;47
6438;66;"schk";70;0
6438;66;"nlt";70;0
6438;66;"rkt";NA;0
5451;67;"m&o";57;42
5451;67;"anw";80;0
5451;67;"lo";NA;0
5451;67;"netl";65;43
5451;67;"entl";77;63
5451;67;"dutl";70;0
5451;67;"maat";67;76
5451;67;"ckv";NA;0
5451;67;"ges";70;0
5451;67;"econ";70;73
5451;67;"wisA";70;0
5451;67;"bsm";71;65
5451;67;"lv";74;67
96347;72;"ak";70;70
96347;72;"anw";71;73
96347;72;"lo";NA;0
96347;72;"kcv";70;76
96347;72;"netl";64;57
96347;72;"entl";62;87
96347;72;"latl";67;50
96347;72;"biol";80;0
96347;72;"maat";82;73
96347;72;"wisA";79;84
96347;72;"schk";80;0
96347;72;"maw";80;0
33796;76;"lo";NA;0
33796;76;"netl";79;77
33796;76;"entl";82;83
33796;76;"fatl";76;74
33796;76;"maat";73;75
33796;76;"ckv";NA;0
33796;76;"ges";80;0
33796;76;"econ";70;72
33796;76;"wisB";68;84
33796;76;"kubv";64;77
134920;69;"anw";70;59
134920;69;"lo";NA;0
134920;69;"netl";90;0
134920;69;"entl";60;65
134920;69;"fatl";69;82
134920;69;"biol";71;54
134920;69;"maat";67;54
134920;69;"ckv";NA;0
134920;69;"econ";61;53
134920;69;"nat";66;57
134920;69;"wisA";74;65
134920;69;"schk";80;0
142658;73;"ak";70;0
142658;73;"lo";NA;0
142658;73;"netl";75;76
142658;73;"entl";80;0
142658;73;"maat";76;76
142658;73;"ckv";NA;0
142658;73;"ges";68;81
142658;73;"econ";63;74
142658;73;"wisA";49;80
142658;73;"kubv";69;82
142658;73;"lv";67;72
142658;73;"rkt";NA;0
76896;68;"ak";63;73
76896;68;"m&o";57;63
76896;68;"lo";NA;0
76896;68;"netl";77;0
76896;68;"entl";66;68
76896;68;"maat";67;73
76896;68;"ckv";NA;0
76896;68;"ges";65;65
76896;68;"econ";59;66
76896;68;"wisA";68;76
53555;66;"m&o";72;87
53555;66;"anw";60;53
53555;66;"lo";NA;0
53555;66;"netl";70;0
53555;66;"entl";64;58
53555;66;"fatl";70;0
53555;66;"maat";48;55
53555;66;"ckv";NA;0
53555;66;"ges";62;74
53555;66;"econ";70;0
53555;66;"wisA";77;0
53555;66;"bsm";64;41
53555;66;"gds";59;49
66551;61;"in";59;44
66551;61;"anw";51;43
66551;61;"lo";NA;0
66551;61;"netl";60;0
66551;61;"entl";65;61
66551;61;"dutl";70;0
66551;61;"maat";70;0
66551;61;"ckv";NA;0
66551;61;"ges";57;66
66551;61;"nat";67;70
66551;61;"wisB";60;52
66551;61;"schk";50;51
66551;61;"rkt";NA;0
4816;62;"ak";60;41
4816;62;"m&o";74;67
4816;62;"te";64;59
4816;62;"anw";50;0
4816;62;"lo";NA;0
4816;62;"netl";68;63
4816;62;"entl";70;0
4816;62;"fatl";70;0
4816;62;"maat";62;65
4816;62;"ckv";NA;0
4816;62;"ges";51;65
4816;62;"wisA";68;66
4816;62;"lv";61;50
4816;62;"rkt";NA;0
90622;62;"in";82;65
90622;62;"anw";63;62
90622;62;"lo";NA;0
90622;62;"netl";68;57
90622;62;"entl";56;0
90622;62;"dutl";68;0
90622;62;"biol";60;74
90622;62;"maat";57;62
90622;62;"ckv";NA;0
90622;62;"nat";64;53
90622;62;"wisB";62;0
90622;62;"schk";55;52
90622;62;"rkt";NA;0
140312;66;"ak";72;0
140312;66;"anw";65;61
140312;66;"lo";NA;0
140312;66;"netl";63;71
140312;66;"entl";62;74
140312;66;"dutl";56;65
140312;66;"biol";62;65
140312;66;"maat";61;74
140312;66;"ckv";NA;0
140312;66;"ges";70;0
140312;66;"econ";58;70
140312;66;"wisA";66;74
4855;62;"ak";55;65
4855;62;"m&o";60;52
4855;62;"anw";67;0
4855;62;"lo";NA;0
4855;62;"kcv";53;56
4855;62;"netl";54;54
4855;62;"entl";84;0
4855;62;"dutl";64;56
4855;62;"latl";61;59
4855;62;"maat";75;0
4855;62;"ges";57;50
4855;62;"econ";59;62
4855;62;"wisA";65;54
4855;62;"maw";59;67
112337;73;"ak";73;78
112337;73;"lo";NA;0
112337;73;"netl";100;0
112337;73;"entl";80;80
112337;73;"dutl";65;51
112337;73;"biol";75;61
112337;73;"maat";75;66
112337;73;"ckv";NA;0
112337;73;"econ";68;59
112337;73;"wisA";78;59
112337;73;"schk";74;58
117935;64;"ak";59;50
117935;64;"te";71;0
117935;64;"anw";61;61
117935;64;"lo";NA;0
117935;64;"netl";76;48
117935;64;"entl";71;56
117935;64;"fatl";67;54
117935;64;"s-e";63;54
117935;64;"maat";71;0
117935;64;"ckv";NA;0
117935;64;"ges";66;64
117935;64;"wisA";65;0
4218;61;"ak";67;47
4218;61;"m&o";54;41
4218;61;"anw";69;60
4218;61;"lo";NA;0
4218;61;"maat";57;60
4218;61;"ckv";NA;0
4218;61;"ges";60;60
4218;61;"econ";55;65
4218;61;"wisA";57;50
4218;61;"lit";66;0
4218;61;"nezl";75;0
4218;61;"enzl";51;52
4218;61;"fazl";67;0
59671;64;"ak";63;50
59671;64;"in";67;64
59671;64;"anw";60;0
59671;64;"lo";NA;0
59671;64;"netl";70;0
59671;64;"entl";74;57
59671;64;"dutl";65;45
59671;64;"maat";74;50
59671;64;"ckv";NA;0
59671;64;"ges";70;0
59671;64;"wisC";63;59
59671;64;"kudr";58;63
127216;59;"ak";56;50
127216;59;"anw";70;57
127216;59;"fi";54;62
127216;59;"lo";NA;0
127216;59;"netl";57;49
127216;59;"entl";60;0
127216;59;"maat";70;53
127216;59;"ges";69;56
127216;59;"wisA";67;54
127216;59;"kudr";65;43
127216;59;"grkc";60;0
94413;69;"in";71;69
